numero_dpe;nom_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;secteur_activite;annee_construction;surface_habitable;tv016_departement_id;commune;nom_rue;numero_rue;batiment;escalier;etage;porte;code_postal;numero_lot;etat_avancement;organisme_certificateur;adresse_organisme_certificateur;longitude;latitude;geo_adresse;tr013_type_erp_type;tv017_zone_hiver_code
1477C1000012G;FACTURE SEULE;03/06/2014;1277.54;G;70.69;F;\N;1986;2010.00;77;DONNEMARIE DONTILLY;du Montpensier;2,;\N;\N;\N;\N;77520;\N;1;Socotec Qualification Internationnal;89/93 rue Paul Vaillant Couturier 94250 GENTILLY;3.139413;48.476368;2 Rue du Montpensier 77520 Donnemarie-Dontilly;;H1
1475V8000512R;FACTURE;10/06/2014;563.82;G;52.44;E;\N;1954;144.73;75;PARIS;71 rue du Théatre;\N;\N;\N;\N;\N;75015;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.291098;48.847818;71 Rue du Théâtre 75015 Paris;U : Établissements de soins;H1
1475C1000034I;Méthode Facture;10/06/2014;388;F;12;B;Centres Commerciaux;1947;14.52;75;PARIS 15;54 Avenue de la Motte Piquet  Le Village Suisse;;;"Etage RDC; Porte Allée";;;75015;;1;Bureau Veritas Certification;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.299633;48.850493;54 Avenue de la Motte-Picquet 75015 Paris;;H1
1478V8000131R;3CL - DPE;10/06/2014;414.34;F;13.49;C;Autres;1986;0.00;78;LES CLAYES-SOUS-BOIS;des dames;11;;;;;78340;;1;GINGER CATED;ZAC - La Clef Saint Pierre 12 avenue Gay Lussac 78990 ELANCOURT;1.9724;48.826713;11 Rue des Dames 78340 Les Clayes-sous-Bois;W : Administrations, banques, bureaux;H1
1475V3000249T;Méthode Facture;10/06/2014;566;F;18;C;Bureau, Administration, Enseignement;1947;18.50;75;PARIS;11, rue Danielle Casanova;;;1er étage;;;75001;: non communiqué;1;Bureau Veritas;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.332672;48.867697;11 Rue Danielle Casanova 75001 Paris;J : Structures d’accueil pour personnes âgées ou personnes handicapées;H1
1475V7000229V;facture;27/05/2014;409.41;F;13.33;C;\N;1974;66.81;75;PARIS 18;DUHESME;60;\N;\N;\N;\N;75018;nc;1;Bureau Veritas Certification;Bureau Veritas Certification;2.342441;48.893097;60 Rue Duhesme 75018 Paris;;H1
1494V3000052M;3CL - DPE;11/06/2014;548;F;82;E;Bureaux;1974;0.00;94;VITRY SUR SEINE;Paul Vaillant Couturier;5;\N;\N;Rez de chaussee;\N;94400;3 4 21 24 25 27 28 29;1;CERTIFI;37 ROUTE DE PARIS 31140 AUCAMVILLE;2.401736;48.800298;5 Avenue Paul Vaillant Couturier 94400 Vitry-sur-Seine;GHW : Bureaux;H1
1475V7000230N;Méthode Facture;11/06/2014;497;F;16;C;Autres (théâtres, salles de sport, restaurati;1947;48.40;75;PARIS;11, Quai Saint-Michel 14, Rue de la Huchette;;;Etage RDC;;;75005;Non communiqué;1;BUREAU VERITAS;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.346069;48.853181;11 Quai Saint-Michel 75005 Paris;;H1
1475P5000003D;th-CE;27/05/2014;1323.09;G;43.08;D;Restaurant;0;40.00;75;PARIS;42 rue des Acacias;\N;;;;;75017;;1;3/5 avenue Garlande;DEKRA - 92220 BAGNEUX;2.292701;48.877287;42 Rue des Acacias 75017 Paris;N : Restaurants et débits de boisson;H1
1475P5000004E;th-CE;27/05/2014;1323.09;G;43.08;D;Restaurant;0;40.00;75;PARIS;42 rue des Acacias;\N;;;;;75017;;1;3/5 avenue Garlande;DEKRA - 92220 BAGNEUX;2.292701;48.877287;42 Rue des Acacias 75017 Paris;N : Restaurants et débits de boisson;H1
1475V4000647W;FACTURE - DPE;11/06/2014;626.14;F;20.39;C;bureaux;1948;261.00;75;PARIS;de Sèvres;47;;;;;75006;;1;SOCOTEC Certification;89/93 rue Paul Vaillant Couturier 94250 GENTILLY;2.324934;48.850439;47 Rue de Sèvres 75006 Paris;;H1
1492V4000325O;FACTURE - DPE;09/06/2014;547.23;F;164.17;G;;1974;219.54;92;SURESNES;Edouard Vaillant;38 et 40;;;;;92150;;1;CATED;Rue Gay Lussac 78990 ELANCOURT;2.209825;48.862858;Avenue Edouard Vaillant 92150 Suresnes;;H1
1477V7000086Y;3CL - DPE;09/06/2014;884.69;G;28.8;D;Commerce;1983;0.00;77;OZOIR-LA-FERRIÈRE;du Général Leclerc;14;;Sans objet;RDC;Sans objet;77330;NC;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS LA DEFENSE;2.672751;48.763934;14 Avenue du General Leclerc 77330 Ozoir-la-Ferrière;;H1
1478V7000093X;FACTURE SEULE;12/06/2014;1589.69;G;51.76;E;\N;1948;350.00;78;LE VESINET;de l'Eglise;14;\N;\N;\N;\N;78110;\N;1;SQI;Les Quadrants 3 AV du centre Guyancourt 78182 St Quentin en Yvelines;2.133414;48.892801;14 Place de l'Eglise 78110 Le Vésinet;;H1
1475C1000035J;Méthode Facture;12/06/2014;342;F;11;B;Centres Commerciaux;1947;97.21;75;PARIS;12 Rue Martel;;;restaurant;;;75010;NC;1;Bureau Veritas;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.353295;48.87433;12 Rue Martel 75010 Paris;;H1
1478V7000095@;FACTURE SEULE;12/06/2014;1483.53;G;48.3;E;\N;2000;92.00;78;Lognes;de mantes, Le clos hubert;;\N;\N;\N;\N;78980;\N;1;GINGER CATED;12, avenue Gay Lussac - ZAC la clef Saint Pierre, 78990 ELANCOURT;1.59212;48.920031;Rue du Clos Hubert 78980 Longnes;;H1
1495V8000093X;3CL - DPE;12/06/2014;478;F;16;C;Commerce;2001;503.07;95;ST BRICE SOUS FORET;LES PERUCHES;2 A;\N;\N;\N;\N;95350;\N;1;BUREAU VERITAS CERTIFICATION;ADRESSE ORGANISME CERTIFICATEUR;;;;;H1
1495V6000011L;FACTURE - DPE;12/06/2014;1015.26;F;71.81;D;Bar Tabac;1974;\N;95;SARCELLES;du 8 Mai 1945;5;;;;;95200;;1;BUREAU VERITAS CERTIFICATION;60 avenue du général de Gaulle 92046 PARIS-LA DEFENSE CEDEX;2.375217;48.976927;5 Avenue du 8 Mai 1945 95200 Sarcelles;;H1
1475V8000517W;facture;30/05/2014;1498.49;G;71.19;F;\N;1974;416.90;75;PARIS 08;champs elysées;120;\N;\N;\N;\N;75008;;1;QUALIXPERT;QUALIXPERT;2.300373;48.872445;120 Avenue des Champs Elysées 75008 Paris;;H1
1478V7000096A;3CL - DPE;13/06/2014;831;G;27;D;Commerce;1974;0.00;78;VERSAILLES;DES DEUX PORTES;8;\N;\N;Rez de chaussee;\N;78000;1;1;CATED;12 AV GAY LUSSAC 78990 ELANCOURT;2.130642;48.805893;8 Rue des 2 Portes 78000 Versailles;;H1
1475V4000658Y;FACTURE - DPE;10/06/2014;1125.84;G;36.66;D;;1948;35.00;75;PARIS;17 RUE GUSTAVE COURBET;;;;;;75016;;1;afnor;11 AV FRANCIS PRESSENCE / LA PLAINE SAINT DENIS;2.28095;48.867084;17 Rue Gustave Courbet 75016 Paris;;H1
1494V8000106R;3CL - DPE;13/06/2014;526.22;G;17.13;C;;1985;0.00;94;MAROLLES-EN-BRIE;des Marchands;2;;;RDC/1er;;94440;27;1;SGS ICS;29 avenue Aristide Briand 94211 ARCEUIL CEDEX;2.554201;48.73697;2 Rue des Marchands 94440 Marolles-en-Brie;M : Magasins de vente, centres commerciaux;H1
1494V8000107S;Méthode Facture;13/06/2014;402;F;13;C;Autres (théâtres, salles de sport, restaurati;1947;6930.00;94;SUCY EN BRIE;ZONE INDUSTRIEL DU MARAIS RUE DE LA SCIERIE;;;;;;94370;Non communiqué;1;AFAQ COMPETENCES 11 Rue Francis de Pressensé  93571 LA PLAINE SAINT DENIS  Cedex;;;;;;H1
1491V8000118R;3CL - DPE;27/05/2014;488.76;F;98.56;G;Autres : Etablissement de soins;1960;0.00;91;VIRY-CHÂTILLON;du Commandant BARRET;57;\N;\N;R+1;\N;91170;Non communiqué;1;ICERT;Parc EDONIA - Bât. G rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.365546;48.660965;57 Avenue du Commandant Barré 91170 Viry-Châtillon;U : Établissements de soins;H1
1492V4000328R;FACTURE;13/06/2014;912.95;G;29.72;C;\N;2000;179.30;92;CHAVILLE;965, avenue Roger Salengro;\N;\N;\N;\N;\N;92370;;1;Bureau Veritas Certification;BP 58 -69753 Dardilly Cedex;2.192241;48.812613;965 Avenue Roger Salengro 92370 Chaville;;H1
1494V3000054O;FACTURE - DPE;12/06/2014;627.3;F;59.49;D;bureaux;1988;1493.00;94;LIMEIL-BREVANNES;Albert Garry;75;;;;;94450;;1;Bertrand BETHUNE;SOCOTEC 86 bis Quai Blanqui 94140 ALFORTVILLE;2.478266;48.754651;75 Rue Albert Garry 94450 Limeil-Brévannes;;H1
1494V3000055P;FACTURE - DPE;12/06/2014;627.3;F;59.49;D;bureaux;1988;1493.00;94;LIMEIL-BREVANNES;Albert Garry;75;;;;;94450;;1;Bertrand BETHUNE;SOCOTEC 86 bis Quai Blanqui 94140 ALFORTVILLE;2.478266;48.754651;75 Rue Albert Garry 94450 Limeil-Brévannes;;H1
1475V3000263P;FACTURE - DPE;10/06/2014;591.6;F;19.26;C;bureaux;1948;\N;75;PARIS;Pierre chausson;5;;;;;75010;;1;BUREAU VERITAS CERTIFICATION;60 avenue du général de Gaulle 92046 PARIS-LA DEFENSE CEDEX;2.36036;48.870613;5 Rue Pierre Chausson 75010 Paris;;H1
1494V4000110I;FACTURE - DPE;12/06/2014;611.67;F;55.81;D;bureaux;1988;132.00;94;LIMEIL-BREVANNES;Albert Garry;75;;;;;94450;;1;Bertrand BETHUNE;SOCOTEC 86 bis Quai Blanqui 94140 ALFORTVILLE;2.478266;48.754651;75 Rue Albert Garry 94450 Limeil-Brévannes;;H1
1477V8000163V;Méthode Facture;13/06/2014;1172;G;63;E;Autres (théâtres, salles de sport, restaurati;1;1842.50;77;NANDY;INTERMARCHE Avenue des Champs;;;Ce bien ne fait pas partie d'une copropriété;;;77176;;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE (détail sur www.cofrac.fr programme n°4-4-11);2.57209;48.586705;Avenue des Champs 77176 Nandy;;H1
1492V8000156U;FACTURE;13/06/2014;1406.31;G;45.78;D;\N;1930;91.73;92;MONTROUGE;28 rue Boileau;\N;\N;\N;\N;\N;92120;;1;AFAQ;11 rue Francis de Pressensé 93571 La Plaine Saint Denis Cedex;2.315904;48.812945;28 Rue Boileau 92120 Montrouge;M : Magasins de vente, centres commerciaux;H1
1493V8000124Q;FACTURE;15/06/2014;544.33;G;17.72;C;\N;2002;770.00;93;LIVRY-GARGAN;PACIFIC PECHE 22/24, Rue Jean COULON;\N;\N;\N;\N;\N;93190;;1;Bureau Veritas Certification France;41,Chemin des Peupliers;2.556964;48.928108;24 Allee Jean Coulon 93190 Livry-Gargan;M : Magasins de vente, centres commerciaux;H1
1491V8000119S;Méthode Facture;15/06/2014;398;F;34;D;Autres (théâtres, salles de sport, restaurati;1947;60.50;91;GIF SUR YVETTE;162, Av du Générfal LECLERC;;;;;;91190;;1;CATED;;2.103406;48.703411;162 Avenue du Génèral Leclerc 91190 Gif-sur-Yvette;;H1
1475V4000663U;Méthode Facture;15/06/2014;895;G;29;C;Bureau, Administration, Enseignement;1;257.19;75;PARIS;10 RUE CAUCHY;;;;;;75010;342;1;C663 QUALIXPERT;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);2.275445;48.843139;10 Rue Cauchy 75015 Paris;;H1
1475V4000664V;facture;12/06/2014;969.52;G;84.91;E;\N;1974;19.13;75;PARIS 12;DAUMESNIL;156 BIS;\N;\N;\N;\N;75012;1;1;BUREAU VERITAS  CERTIFICATION;BUREAU VERITAS  CERTIFICATION;2.392746;48.840127;156b Avenue Daumesnil 75012 Paris;;H1
1475V7000234R;FACTURE SEULE;16/06/2014;410.1;F;95.96;F;\N;1969;70.00;75;Paris;du Montparnasse;84;\N;\N;\N;\N;75014;\N;1;Dekra certification;5 avenue Garlande 92220 Bagneux;2.326403;48.842853;84 Boulevard du Montparnasse 75014 Paris;;H1
1475XX000121C;3CL - DPE;26/05/2014;406.22;F;74.65;F;;1900;0.00;75;PARIS - 3EME;de Turenne;116;;;RDC et 1er étage;;75003;NC;1;ICERT;Parc EDONIA bat G rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.364785;48.863359;116 Rue de Turenne 75003 Paris;;H1
1475C1000037L;Méthode Facture;16/06/2014;1168;G;38;E;Centres Commerciaux;1;342.10;75;PARIS 12;BERCY VILLAGE 28, rue François Truffaut;;;RDC;;;75012;Non communiqué;1;BUREAU VERITAS;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.385943;48.833179;28 Rue François Truffaut 75012 Paris;;H1
1478V7000097B;FACTURE SEULE;16/06/2014;938.39;G;82.03;F;\N;1948;140.00;78;LE MESNIL LE ROI;de poissy;95,;\N;\N;\N;\N;78600;\N;1;GINGER CATED;12, avenue Gay Lussac - ZAC la clef Saint Pierre, 78990 ELANCOURT;2.129994;48.943135;95 Avenue de Poissy 78600 Le Mesnil-le-Roi;;H1
1475V8000524U;FACTURE;16/06/2014;747.36;G;24.33;C;\N;1947;52.80;75;PARIS;22 rue Crozatier;\N;\N;\N;\N;\N;75012;358 m²;1;SGS ICS;29 avenue Aristide Briand - 94110 ARCUEIL;2.382077;48.846567;22 Rue Crozatier 75012 Paris;M : Magasins de vente, centres commerciaux;H1
1475V8000525V;Méthode Facture;16/06/2014;1248;G;40;D;Autres (théâtres, salles de sport, restaurati;1947;75.08;75;PARIS;34 AVENUE MONTAIGNE;;;;;;75008;32 & 33 (Boutique) +23 Bis (Cave);1;N°869 PAR GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT (détail sur www.cofrac.fr programme n°4-4-11);2.306756;48.867007;34 Avenue Montaigne 75008 Paris;;H1
1475V8000526W;FACTURE;16/06/2014;456.4;F;102.06;G;\N;1974;262.90;75;PARIS;82 Avenue de Villiers;\N;\N;\N;\N;\N;75017;;1;BUREAU VERITAS;n/c;2.303332;48.884273;82 Avenue de Villiers 75017 Paris;;H1
1494V8000112O;Méthode Facture;04/06/2014;1691;G;58;E;Autres (théâtres, salles de sport, restaurati;1947;401.09;94;L'HAŸ-LES-ROSES;1 rue des Tournelles;;;;;;94240;Non communiqué;1;SGS;29 Avenue Aristide Briand 94111 ARCUEIL (détail sur www.cofrac.fr programme n°4-4-11);2.335271;48.778469;1 Rue des Tournelles 94240 L'Haÿ-les-Roses;;H1
1475V8000528Y;3CL - DPE;17/06/2014;534.98;G;125.19;G;Commerce;1900;0.00;75;PARIS - 14EME;BRUNE;49;\N;\N;Rez de chaussée;\N;75014;NC;1;Ginger Cated;;2.309705;48.826937;49 Boulevard Brune 75014 Paris;;H1
1475V8000529@;FACTURE - DPE;17/06/2014;470.56;F;15.32;C;;1948;408.00;75;PARIS;de Vaugirard;7;;;;;75006;;1;ABCIDIA;4 Route de la Noue - 91190 Gif-Sur-Yvette;2.340124;48.848881;7 Rue de Vaugirard 75006 Paris;;H1
1475V8000532T;3CL - DPE;17/06/2014;2187.53;G;71.22;F;Commerce;1947;0.00;75;PARIS - 11EME;de Charonne;79;;;RDC;;75011;2 et 13;1;ABCIDIA CERTIFICATION;4 route de la Noue 91190 GIF SUR YVETTE;2.38172;48.853932;79 Rue de Charonne 75011 Paris;;H1
1492V8000159X;Méthode Facture;17/06/2014;3108;G;101;G;Autres (théâtres, salles de sport, restaurati;1947;287.10;92;LA GARENNE-COLOMBES;6 bis rue Voltaire;;;rez-de-chaussée;;;92250;1;1;QUALIXPERT;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);2.246907;48.90817;6bis Rue Voltaire 92250 La Garenne-Colombes;;H1
1477V7000087@;3CL - DPE;12/06/2014;1741.6;G;56.7;E;Autres;2000;0.00;77;COLLÉGIEN;Mireille Morvan;30;Sans objet;Sans objet;RDC;Sans objet;77090;Boulangerie;1;ICERT;Bât G rue de la Terre Victoria- Parc EDONIA 35760 SAINT-GRÉGOIRE;2.672333;48.836776;30 Place Mireille Morvan 77090 Collégien;W : Administrations, banques, bureaux;H1
1493V8000126S;Facture;17/06/2014;975;G;116;G;autres bâtiments;1930;0.00;93;GOURNAY SUR MARNE;1, avenue du Maréchal Joffre;;;;;;93460;;1;SGS ICS;29, avenue Aristide Briand 94111 ARCUEIL Cedex;2.575605;48.864572;1 Avenue du Maréchal Joffre 93460 Gournay-sur-Marne;N : Restaurants et débits de boisson;H1
1477V7000088A;3CL - DPE;12/06/2014;556.66;G;18.12;C;Autres;1995;0.00;77;COLLÉGIEN;Mireille Morvan;10;Sans objet;Sans objet;RDC;Sans objet;77090;Agence immobilière;1;ICERT;Bât G rue de la Terre Victoria- Parc EDONIA 35760 SAINT-GRÉGOIRE;2.671883;48.836699;10 Place Mireille Morvan 77090 Collégien;W : Administrations, banques, bureaux;H1
1475XX000124F;3CL - DPE;18/06/2014;435.4;F;38.73;D;Commerce;1920;0.00;75;PARIS - 12EME;de Picpus;161;;;RDC et SOUS-SOL;;75012;1;1;SGS ICS;29 avenue Aristide Briand 94211 ARCEUIL CEDEX;2.40428;48.834584;161 Rue de Picpus 75012 Paris;N : Restaurants et débits de boisson;H1
1475V7000242Q;Facture;12/06/2014;1142;G;37;E;autres bâtiments;1930;0.00;75;PARIS;63, rue Saint Didier;;;;Rez de chaussée;;75016;;1;SGS ICS;29, avenue Aristide Briand 94211 Arcueil Cedex;2.281821;48.867568;63 Rue Saint-Didier 75016 Paris;M : Magasins de vente, centres commerciaux;H1
1495V7000050P;3CL - DPE;19/06/2014;390;F;12.7;C;Habitation (Parties privatives d'immeuble col;1990;0.00;95;EAUBONNE;des alouettes;12;;;;;95600;;1;BUREAU VERITAS CERTIFICATION;60 avenue du general De gaulle 92046 NANTERRE CEDEX;2.280384;48.979964;12 Rue des Alouettes 95600 Eaubonne;T : Salles d'exposition à vocation commerciale;H1
1475V8000537Y;3CL - DPE;19/06/2014;468.3;F;15.25;C;;1900;0.00;75;PARIS - 1ER;Molière;16;\N;\N;\N;\N;75001;NC;1;Ginger Cated;;2.336019;48.865069;16 Rue Molière 75001 Paris;;H1
1475V7000243R;FACTURE SEULE;19/06/2014;472.97;F;58.02;E;\N;1971;1850.00;75;Mantes la Jolie;Sainte Claire Deville;;\N;\N;\N;\N;78200;\N;1;Ginger Cated;numéro de certification de compétence n°874;1.688296;48.992746;Impasse Sainte-claire Deville 78200 Mantes-la-Jolie;;H1
1493C2000011E;FACTURE - DPE;10/06/2014;454.63;G;14.8;B;;1974;\N;93;Épinay-sur-Seine;44 Rue De Paris;;;;;;93800;;1;AFNOR Certificatuion;11 Rue Francis De Pressensé - 93571 LA PLAINE SAINT DENIS  CEDEX;2.310687;48.954104;44 Rue de Paris 93800 Épinay-sur-Seine;;H1
1475V8000541T;Méthode Facture;19/06/2014;485;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;51.60;75;PARIS;47 RUE LEON FROT;;;;;;75011;Non communiqué(s);1;10-42 DELIVRE PAR ABCIDIA;4 route de la Noue 91190 GIF SUR YVETTE (détail sur www.cofrac.fr programme n°4-4-11);2.386274;48.855796;47 Rue Léon Frot 75011 Paris;;H1
1475V7000245T;Méthode Facture;19/06/2014;573;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;114.40;75;PARIS;3, Rue d'Alger;;;Etage RDC;;;75001;Non communiqué;1;BUREAU VERITAS;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.329503;48.865052;3 Rue d'Alger 75001 Paris;;H1
1475V7000246U;Méthode Facture;19/06/2014;573;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;114.40;75;PARIS;3, Rue d'Alger;;;Etage RDC;;;75001;Non communiqué;1;BUREAU VERITAS;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.329503;48.865052;3 Rue d'Alger 75001 Paris;;H1
1475V8000542U;Méthode Facture;19/06/2014;479;F;15;C;Autres (théâtres, salles de sport, restaurati;1947;139.70;75;PARIS;46 RUE PONCELET 81 AVENUE DE WAGRAM;;;;;;75017;1;1;C0254 DELIVREE LE 19/10/2012 QUALIXPERT 17 RUE BOREL 81100 CASTRES;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);2.298053;48.877533;46 Avenue de Wagram 75008 Paris;;H1
1492V8000162R;FACTURE;19/06/2014;623.1;G;42.89;D;\N;1974;1040.05;92;CLICHY;84 à 92 et 100 à 108, bd Victor Hugo;\N;\N;\N;\N;\N;92110;;1;SGS;191, avenue Aristide Briand 94237 CACHAN CEDEX;2.314635;48.900176;Boulevard Victor Hugo 92110 Clichy;W : Administrations, banques, bureaux;H1
1491V6000089W;FACTURE - DPE;18/06/2014;1045.85;F;34.05;C;;1988;3371.00;91;BONDOUFLE;CANAL;1 BIS;;;;;91070;;1;SOCOTEC CERTIFICATION;89/93 AVENUE PAUL VAILLANT COUTURIER 94250 GENTILLY certification: DTI/0707-037;2.374324;48.620971;1bis Rue du Canal 91070 Bondoufle;;H1
1478V8000149A;Méthode Facture;16/06/2014;1513;G;49;E;Autres (théâtres, salles de sport, restaurati;1;583.00;78;ORGEVAL;60 Rue du Maréchal FOCH;;;Local commercial;;;78630;;1;i.Cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE (détail sur www.cofrac.fr programme n°4-4-11);1.959262;48.941737;Rue de la Maréchale 78630 Morainvilliers;;H1
1493C2000012F;Méthode Facture;18/06/2014;347;F;11;B;Centres Commerciaux;1;103.87;93;VILLEPINTE;17, avenue Diderot;;;"Bat. C; Etage RDC";;;93420;N°9;1;BUREAU VERITAS CERTIFICATION;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.54059;48.95467;17 Avenue Diderot 93420 Villepinte;J : Structures d’accueil pour personnes âgées ou personnes handicapées;H1
1475V8000544W;Méthode Facture;11/06/2014;1594;G;103;G;Autres (théâtres, salles de sport, restaurati;1947;46.81;75;PARIS;90 RUE DE CHARONNE;;;RDC - Restaurant;;;75011;4;1;Bureau Véritas Certification France;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.381812;48.853773;90 Rue de Charonne 75011 Paris;N : Restaurants et débits de boisson;H1
1475V4000674W;FACTURE - DPE;19/06/2014;542.9;F;17.68;C;COMMERCE;1974;16.69;75;PARIS;du Télégraphe;45;;;;;75020;;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS LA DEFENSE;2.398938;48.87459;45 Rue du Télégraphe 75020 Paris;;H1
1475V4000675X;FACTURE - DPE;19/06/2014;568.91;F;18.52;C;COMMERCE;1974;15.02;75;PARIS;du Télégraphe;45;;;;;75020;;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS LA DEFENSE;2.398938;48.87459;45 Rue du Télégraphe 75020 Paris;;H1
1493V4000202J;Méthode Facture;20/06/2014;610;F;19;C;Bureau, Administration, Enseignement;1;2530.00;93;SAINT-OUEN;3 boulevard Jean Jaurès;;;;;;93400;;1;;;2.337694;48.915004;3 Boulevard Jean Jaurès 93400 Saint-Ouen-sur-Seine;;H1
1493V8000128U;3CL - DPE;11/06/2014;483.14;F;15.73;C;;1985;0.00;93;DRANCY;de l'Hotel de Ville;18;;;;;93700;;1;ICERT;Parc EDONIA bat G rue de la Terre Victoria 35760 SAINT-GRÉGOIRE;2.445162;48.922916;18 Place de l’Hotel de Ville 93700 Drancy;;H1
1475XX000126H;3CL - DPE;20/06/2014;708.25;G;23.06;C;Habitation (Parties privatives d'immeuble col;1900;0.00;75;PARIS - 4EME;Saint Antoine;28;;;RDC;;75004;;1;QUALIEXPERT;17 rue Borrel 81100 CASTRES;2.36557;48.853862;28 Rue Saint-Antoine 75004 Paris;M : Magasins de vente, centres commerciaux;H1
1475V8000547@;Méthode Facture;20/06/2014;839;G;55;E;Autres (théâtres, salles de sport, restaurati;1947;258.50;75;PARIS;20-22 RUE DE TURENNE;;;;;;75004;Non communiqué(s);1;C 948 DELIVREE LE 01/08/2012 PAR QUALIXPERT;17 rue Borrel 81100 CASTRES (détail sur www.cofrac.fr programme n°4-4-11);2.364412;48.856311;22 Rue de Turenne 75004 Paris;;H1
1491V7000051M;FACTURE SEULE;13/06/2014;1021.74;G;33.27;D;\N;1969;56.00;91;DOURDAN;de la Haute Foulerie;8;\N;\N;\N;\N;91410;\N;1;BUREAU VERITAS;41, Chemin des Peupliers - BP 58 - 69573 DARDILLY Cedex;2.010434;48.529449;8 Rue Haute Foulerie 91410 Dourdan;;H1
1475V7000250P;FACTURE SEULE;17/06/2014;699.04;G;22.76;C;\N;1969;89.00;75;PARIS 07;de l'Université;3,;\N;\N;\N;\N;75007;\N;1;Dekra Certification;Bagneux 92;2.331112;48.856457;3 Rue de l'Université 75007 Paris;;H1
1475V8000548A;Méthode Facture;22/06/2014;716;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;68.39;75;PARIS;29, rue MOGADOR;;;Etage RDC;;;75009;Non communiqué;1;VERITAS, 60, avenue Charles De GAULLE, 92046 PARIS LA DEFENSE;Immeuble Le Guillaumet - 60 Avenue du Général de Gaulle - 92800 PUTEAUX (détail sur www.cofrac.fr programme n°4-4-11);2.331144;48.875643;29 Rue de Mogador 75009 Paris;;H1
1495V8000097B;FACTURE;23/06/2014;443.02;F;25.19;C;\N;1947;212.30;95;TAVERNY;220 , Rue d'HERBLAY;\N;\N;\N;\N;\N;95150;;1;Ginger Cated;12 Av Gay Lussac;2.206159;49.01365;220 Rue d'Herblay 95150 Taverny;M : Magasins de vente, centres commerciaux;H1
1491V8000121L;FACTURE;23/06/2014;778.24;G;55.63;E;\N;1974;220.00;91;VIRY-CHÂTILLON;11 Rue Henri Barbusse;\N;\N;\N;\N;\N;91170;;1;BV certification;5 chemin du jubin 69574 DARDILLY CEDEX;2.376286;48.673195;11 Rue Henri Barbusse 91170 Viry-Châtillon;M : Magasins de vente, centres commerciaux;H1
1477V8000177A;Méthode Facture;19/06/2014;515;G;26;D;Autres (théâtres, salles de sport, restaurati;1;315.70;77;COMBS-LA-VILLE;7 Rue Pierre et Marie Curie;;;Ce bien ne fait pas partie d'une copropriété;;;77380;;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE (détail sur www.cofrac.fr programme n°4-4-11);2.561132;48.654181;7 Rue Pierre et Marie Curie 77380 Combs-la-Ville;;H1
